category	text
Negative 	 Sho.... Naatil vechu padam kaanan pattilla ennu orkumbol....
unknown_state 	 Ambada kalla... Views ethra aayi ennu nokkan vannathanalle?
Positive 	 Oru mass political- family blockbuster hit aakatteyenn aashamsikkunnu
unknown_state 	 Christiansinte idayil oru pere ullu Lucifer
Positive 	 Katta pretheekshaaa....... Luv u alla ...
not-malayalam 	 All Kerala. Mohanlal fans like meee
Positive 	 Its wanaah great¥€¥ polichu laalettan chankanu chankidippanu lalettaan
Negative 	 Enna padam ethillum high irakiya villian potti palisayi pinna ithe
Positive 	 Ith polikun Nighal ath parayunnu Polikumo illayo Polikum akil like cheyu
not-malayalam 	 Thanks ' Prithviraj Sukumaran ' from all lalettan fans..!
not-malayalam 	 Visit on link Vov yar so sad made me crying so sad omng  very sad must watch Osmmmosmmmmmmmmmmmmmmmmmmmmm
Negative 	 Oru kaaryam manasilaayee..paandi rajayum 30 crore nedillaa
unknown_state 	 Padaaam oruuu variety annuuu annnuuu tonnuunnavr like adichaa
unknown_state 	 Yudham Nanmayum Thinmayum thammilalla.....  Thinmayum Thinmayum thammilanu..
not-malayalam 	 Superb trailer sir. Love from karnataka
Positive 	 Annum inum ee manilla natturajavuu lalettan matram ettan ishtam
unknown_state 	 Eee trailor 25 thavana kandavar like adi
not-malayalam 	 Tovino as Rahul Gandhi Manju Warrier as Priyanka Gandhi Look like that Murali Gopi brilliance
not-malayalam 	 Iam tamilnadu kerala peoples also good
unknown_state 	 Trending 1 - Lucifer Trending 2- Narendra Modi  Ar jayikum??
unknown_state 	 Villain tovino anengkil maari 2 kazhiyinj 2 movie as villain
Positive 	 MURALI GOPI NINGALUDE DIALOGUE PWOLIYAANU. ..MWTHE
Mixed_feelings 	 Trailor ok ...kozapilla enni movie kandal ariyam
unknown_state 	 enik mathramaano madhuraja teaserine kattilum e trailer ishtapettathu. .
not-malayalam 	 Tamil Die Hard Mohan Lal fan
Positive 	 Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect
Positive 	 Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulation
not-malayalam 	 I am waiting for kappan Moganla and Surya
unknown_state 	 Ithu tamil oke kand kazhinna scene anallo bhai..
not-malayalam 	 Pls dub it also in kannada language
not-malayalam 	 Before 24hrs itz went to 3.1M
not-malayalam 	 I'm Tamil... Vijay Fan... I Like Mohanlal Sir Movies...
Mixed_feelings 	 Trailer kaduppam odiyan pole akathirunnal mathiyayirunnu
Positive 	 Lucifer fdfs pokunnu lalettante White n white lookil
not-malayalam 	 Jimikki kammal cross 99 m views
Positive 	 Padam motham twistukal aayirikkumennathil samshayamilla
Positive 	 Ejjati item ettan pwolikkum all the best raju etta
Mixed_feelings 	 Prithividae padam nalla kaaryam but manju indallo  .. pottumennu urappu!
Positive 	 10 l kudutal tavane kandavar arokke und
Positive 	 Erian ariyunnavante kayile daivam vadi kodukku hatts of rajuvettan istam
Positive 	 Kuduthal thavaana kanannu thunnuna padam annu oru rakshayum illa polliwchu
Positive 	 kanunnathin  anusarich veendum veendum kanan thonnunu
not-malayalam 	 3 millon view in 21 hours..voww
not-malayalam 	 Lalettan fan from Hyderabad love Lal sir
Negative 	 Adutha oru vedimarunnu ready ayitundu...eppo pottikanam ennu paranja mathi....lalunni fans and pottan  fans undo evide?
unknown_state 	 1:23 PREDATOR movie BGM copycat !!! deepak dev anna
Positive 	 Ntammoooo enna lookka nte Etta  Immathiri oru trailer pretheekshichilla.... Kikkiduuu
Negative 	 Dislike adicha thaayolikale adikendavark like cheyyanulla comment
Positive 	 Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal
not-malayalam 	 Njan oru bangali aanu Malayalam theriyale aanalum trailer romba super aayirukk
not-malayalam 	 3 Million views #Lalettan #Lucifer
not-malayalam 	 Daily viewers like here
Positive 	 Njan laletten fananu ...  pakshe trailer kandu romam enittu nikkinnu
not-malayalam 	 Mamookka was big salute for Lakshdweep
Positive 	 In 2 days 5 million views Adi makkale like Mammmootty Prayam koodunthorum Cheruppamagunna Logathile ore oru humannn
unknown_state 	 Innu ravile vare 181k likes..ippo varum 121k likes..🤔
not-malayalam 	 Raja soladha seyva seyyunath mattum thaan solva
Negative 	 Eth kandit nere poi pulimurugante trailerum onn kandek 2 ilum enthelum vethyasom undo?
unknown_state 	 അടിപൊളി 120 k aayii...   Bot Bot
unknown_state 	 Prithviraj venamenn parayunnavar adi oru like
Positive 	 Njan lalettan fan aaanu Enthayalum mammukkaa polikkatte  വിജയാശംസകൾ
Positive 	 Sunny chechinte song kelkkan waiting
Positive 	 Namude ikkakum Rajakum suriya fansinte Ashamsakal
unknown_state 	 Ithu kanda malayaly chunks udenkil ..........adi oru like
Negative 	 Fake liker pidichu ikka oombi
Negative 	 191 k likes 118 aayallo.. ithenthu marimayaam ...lalapikkal ude kali aano
Positive 	 Muppathil kooduthal thavana kanda njanalle sherikkum mess
Negative 	 Ijjadi mass sadanam ഇക്ക നിങ്ങ poliyaan inippo kurupottichond കൊറേ mairanmar വരും
unknown_state 	 118k like ithentha ingane?  Korachu mumbu 180k undarnnallo !!
Positive 	 Trailer ishtapettavarkku ivide vannu like adichittu pokam
unknown_state 	 Aghu madhurayil ninnum keralathilekk raja varunnath chumma povan alla
Negative 	 Thallu vidunna moopanu pakaram appan  Daddy girija  Peter hein fight ( parannadi) Pulikk pakaram patti  Pinne mainayum same costume (Anushree)  .
unknown_state 	 Madhura raja oru sadarana padam aaan #twist twist🥰
Positive 	 Trailer Kandal ariyam super hit aakum
unknown_state 	 Ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam
Positive 	 Veendum veendum Vann kaanunnath njan maathramaano
unknown_state 	 vyshak sir trailer search cheythitt kittunilla innala kittiyirinu
unknown_state 	 Padam pottum ennu urapulavarku evide like adikam
Positive 	 Ichaakkaa.. Pwolichu tto   All the best mammookka   By  lalettan fan
not-malayalam 	 2.5m views and 200k likes soon!!
Mixed_feelings 	 Mammokka superb... glamour... but trailor nirashapeduthi...
Positive 	 Njan lalettan mammokka randu perudeyum fan anu   Randupereyum orupole ishtom anu    Avar keralathinte muthaanu
Positive 	 Verum mass alla kola mass raja daa
unknown_state 	 Sunny chechide kolam nokkan trailer kandavarundo
Positive 	 Rajayum rajede pillarum stonga tripple strong
Negative 	 Poraaaa.. Luciferne tholpikkan ulla mass onnum illaaa..
Positive 	 ithu tanda mammoty. late aayi vandhalum latest  aayi vanthiduve da
Positive 	 Eee trailer njan ethra pravishyam nokiyann enikku ariyilla ningalum ingane tanneyanu ikka isttam
Positive 	 Keralathinteyom madhurayodeyom Raja nammode swantham ikka
Positive 	 Madhura raja polikkumm  Sinan ek college of Commerce
Mixed_feelings 	 evideyokeyo oru pulimurugan touch eniku mathramano thonniyathu
unknown_state 	 Subtitle undenkil views kooduthal kittumaayirunnu. Like if u agree
not-malayalam 	 Make a way for 200k likes
unknown_state 	 Final air punch
Positive 	 Raja  come back katta waiting
not-malayalam 	 Madhuraraja mass 2 days 2 million views
Mixed_feelings 	 Dado Girija
Positive 	 Yetra ayalum lucifer ne tholppikan kayila.. Ettan uyir
not-malayalam 	 Watching again and again and again and again  for mammookkaa
not-malayalam 	 Meraa ghar west bungal i love mammookka
Positive 	 1:38 enikkathu inganaaa kelkkunne.. mammoookkkaaaaaaaaaaaaaaaaaaaaaaaaaaa romanjification
unknown_state 	 who delet madura raja trailer in youtube. yesterday kittiyirinu ippo link ullavark mathraman kanan saadikunath. wat happend
Positive 	 Kandu njan kandu sunny chechiye njan kandu
Positive 	 Ijjathi trailer uff ponnooo.... Oru raksha illaa.. Polichuu Ithavana vishu #Madhura Raja kondu pokum enn urappullar ivide thottit poo...
Positive 	 Ohh mamooka kalaki...Adipoli trailer... Best Wishes from Tamil Nadu.
Positive 	 Raja  ellam adich toofan aakum
Mixed_feelings 	 Vysakhinte direction aayath kondaanenn thonnunnu...raajayk oru pulimurugan touch
Positive 	 Ente ammoo.... Aaa super man punch undallo ...Ijjathi item.....
not-malayalam 	 theriyumille..Raja seyyarthu tha solluva..sollarthu mattum tha solluva....
unknown_state 	 Viswosichu koode varunnavare jeevan koduthayalum samrakshikkum...
unknown_state 	 avan Varum ente Makan Madhura Raja....
Mixed_feelings 	 pulimurukan trailer ano kanunath 🤔
Positive 	 Raja 100cr adikkumenn urappullavar like adikk
Mixed_feelings 	 Character eakadesham same Aaanallo Vyshakh sir
Positive 	 Eeetu polikkkummmmm........ trailer polichu Enni onnu thala uyarti nadakkam........we...love  Mamookkaaa....................
Positive 	 edakku vannu kanukayum viewsum nokkunnathum arokke mammookka
Positive 	 Njan oru lalettan fan anu.. pakshe ithu polichu... ikka super
Positive 	 Wokinu edayilum vannu trailer kanunna arokeyund
Positive 	 innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa
Mixed_feelings 	 Pulimuruga 2.0 ethakka panda lalettan vittathaaaa... Ellanne parayan pattuooo...
Positive 	 Sunny chechi ullath kond cinema jayikum
Negative 	 feels more like a tamil telugu masalappadam.. pokkiriraja comedy aayirunnu highlight.. ithil athum illennu thonunnu... trailer nirashapeduthi...
Mixed_feelings 	 Etha sherikum Puli Murugan polla udaa
Positive 	 Ith kandapo ronchaaamam Enik matram aanoo vanne
Mixed_feelings 	 Eth pokirirajayo pulimurakano atho lucifero ellam mix cheythittundello koode rajani dialogue um
Positive 	 ethra trolliyaaaalum eee trailer oru sambavaaayindee
Negative 	 Lucifer thannee sheenam maarillaa aduthu kootheraaaaa thaaa
Negative 	 Annalum sunny chechiye randu shotl othukkiyallo.. kashtam tanne muthalali
not-malayalam 	 Once a king always the king     mamookaa
Positive 	 Ikkayude mass perfoamnce kaanan Kothichu Etra naalayi..Waiting april 12..Raja
Positive 	 malayala cinima ellam hollywood level ayo oh my god
Positive 	 Kandappo  oru  kuliru  keri  mone🤗.  Ningalkkum  vannengil  like  here
unknown_state 	 Luciferine kaal madhurajaye ishtamullavar adiyada like..
Positive 	 Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa
Positive 	 Avasanam Romante oru Superman punch
Positive 	 Peter hein touch kaananund fightil
unknown_state 	 Ini Bilal 2 varumbo enthayirikkum ho
Positive 	 Ithilude enkilum tirichu varuka lalettan fans waiting....
Negative 	 ee unlike adichavark oru asukam undu enthuvanan ariyamo asooya
Positive 	 Ikka Ella malayalikaludeyum ahangaramaya vigaramanu . love uuuuuuuuuuuuuuuuuuuuuuuu ikkakkaa
not-malayalam 	 I like both Mammuka and Lalettan evenly🤗
unknown_state 	 Ippam ivide ullvar laik adichu poku
Positive 	 Mass ennu paranja otta vakkeyollu ath mammookka!!!
not-malayalam 	 1.7M VIEWS 177K LIKES  TRIPLE STRONGG
not-malayalam 	 Solurathu thaan seyuva seyirathu mattum thaan soluva
Positive 	 Adipoli mass superb kidu mammootty polich ____mass aayitund trailer pakka poli
unknown_state 	 അബ്രാം ഖുറേഷി... FaNS.. Hit The LIKE Button.. Adichu pottikeda makkale
Positive 	 Nta ummoo oru rakshayum illa pwolich
unknown_state 	 Mammooty fans എന്റെ ചാനൽ sandarschikkuka
Positive 	 1:23 ee shot repeat adich theatre il enganirikkum enn alojich romanjam konda etra perond
Positive 	 Mass trailer
unknown_state 	 Vada..  ithu kettu romancham vannavarku likenulla coment
Positive 	 1 divasam 3l kudutal tavane kanunavar arokke und
unknown_state 	 Tovinokk Rahul Gandhide oru chaaya kaachal 🤔🤔🤔🤔
unknown_state 	 Edakida  etra million ayi enna nokan varunavar onnu like
not-malayalam 	 من متى أعرفك اصلا حتى انساك
not-malayalam 	 THE COMPLETE ACTOR PATHMABHOOSHAN MOHANLAL  #Lucifer
not-malayalam 	 Very good movie-making skills in your language.. keep up the good work
not-malayalam 	 4.6 M views on 23.03.2019 ::2.07AM
Positive 	 Lucifer  Lalettan polikkumm Kerala Abhimanam Lalettan
Positive 	 Idikkatta waiting... Othiri thanks prithvirajinu...njangalde ettane
Positive 	 VADAA aaa dialog vera level ane
Positive 	 Irangiya divasam thottu 4 um 5 I'm pravashyam an kaanunnath... Are you katta fans like me?
unknown_state 	 5M view aakan wait cheytunnavar hit like
not-malayalam 	 Mohan Lal big fan Bangalore waiting srinivasa theatre s.g palya
Positive 	 Ithenthaa pinnem pinnem kaanan thonnune.. Ejaathi addicted
not-malayalam 	 Moving to 400k+ likes & 5M+ Views
unknown_state 	 Vivek Oberoik dub chaiythirikunath nammade Vinneth chettan aanalo
Positive 	 ethipo tamizhanmarum Karnataka ap ellarum indallo laletta love u
unknown_state 	 Views 10M kadakkum ennurappullavar like adi
not-malayalam 	 Mohanlal da ....  Vera evan da   Love you thalaiva mohanlal sir   Frm tamilnadu
not-malayalam 	 Tamilnadu thala fans sarpakka movie hit panna valthukal
Negative 	 4 Millon ayee makkale eattante pazhi paragavar thalayil mundittu trailor kandukanum
Positive 	 De pinneyum youtubil trending no 1
unknown_state 	 aa ting ting piano evidayoo keettapolle...🤔🤔
Negative 	 26K malaghamar dislike adichirikkunnu....Sahikkanjittanu vere onnumalla.....kashtam....dhaivathinte sontham nadu
unknown_state 	 Kristianikalkidayil ivane oru pere ollu “LUCIFER”
unknown_state 	 Lucifer 100 cr collection adikkumegil adi like
Negative 	 Dae Ajithaaa copy adikathada Mohan Lal
not-malayalam 	 I'm from karnataka yash boss fan  Waiting for movie in karnataka
Positive 	 Ithaanu oru katta aarathakante cinema
Positive 	 Njangalude muthanu  ingalu laletta..... Lub u Etta......
not-malayalam 	 E film chutiya kategi..faltu movie hoga pakka..
unknown_state 	 Daily 3 vattam kaanunavr undo evide?
not-malayalam 	 I'm from Karnataka I'm Big fan...  Mohanlal
Positive 	 TRAILER KIDU
Positive 	 NEXT MASS HIT OF LALETTAN...MARANA MASS HIT
Positive 	 Malayalikalkk idayil evan oru para ullu ŤHé ćòMpļÈțê ÂćŤóř
unknown_state 	 Lalettan fans undo?? Undengil oru like please
Positive 	 Jai jai jai lalettan ki jai
unknown_state 	 10 million views ithinu undakumenu urappulavar like cheyu
Positive 	 മോഹൻലാൽ ഫാനൊന്നുമല്ല. But Trailer soooper.  രാജുവേട്ടന്റെ first padam hit aavatte katta waiting
Positive 	 Edhu kondu prethiraj neruthiyal Kollam
not-malayalam 	 apdi illa chumma dhaan ketten..irundhalum unga mozhi patru enaku pudichuruku bro
unknown_state 	 karikkele lolattenem lalettenem  eshtamullavar like adi
unknown_state 	 25il kooduthal kandavarkk like adikkaanulla comment
unknown_state 	 5 million ayo Ne nokkan vannavar Ethra Paru Nde
Positive 	 Super acter nammude lalettan Super hero nammude lalettan
Negative 	 Ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr
unknown_state 	 Dhaivathinte swntham naadu kidukkaachi
Negative 	 Dislike  Adicha Mammookka Fans  Njagade #ettante varav KaneKulirke Kandota...........................
unknown_state 	 video kande comments nokana guyz oru like
not-malayalam 	 SUPEEERRRRRR LAL ETTAN AND PRTHIVIRAJ SUPERB
Positive 	 Omg 5 Million sure anu
unknown_state 	 Laalettan fans only hit likes here
Positive 	 I love you Etta Etta fans like addi umma umma
not-malayalam 	 ಕನ್ನಡದಲ್ಲಿ ದಯವಿಟ್ಟು Dub ಮಾಡಿ.. ಮೋಹನ್ ಲಾಲ್ ಅಭಿಮಾನಿ from Karnataka... Mohan lal fan..  Best wishes to Lucifer team..
not-malayalam 	 Im Prithiviraj fan from tamilnadu... Love it
unknown_state 	 Double roll undo...   ennoru thonnal
not-malayalam 	 Dislike butten are stoped....still running for like butten....ettan effect...
Positive 	 302k likes...yeeeeeee....I will dance....kuuuu...koooo...vineethetan sound vivek oberoi...
Positive 	 Njan ippol tanne 15 tavane kandu kazinju kanditttu kandittum madukunilla
not-malayalam 	 Mohan lal sir superking nagarjuna fans
unknown_state 	 VAADA scene 1:51 veendum kaanaan vendi maathram vannavar oru like  adiche
Positive 	 Ettan mass kanikkan thudangiyath innum innaleyumonnumalle makkale
unknown_state 	 Raja is back.. Kettittille... Madhura raja
not-malayalam 	 4m views + 300k likes + #1 trending - Lallettan
not-malayalam 	 THE NAME IS THE DEVIL LALETTAN LUCIFER
unknown_state 	 4m views 300k likes trending 1 Mollywood king  ലാലേട്ടൻ
unknown_state 	 4million views 300k likes Record Breaker Ettan da
unknown_state 	 350 k like um.. 5 M views inum vendi kaathirikunnavar like adik..
unknown_state 	 300k kazhinju ini 4oo ill kanam
Positive 	 Raj yeta thagarthuve movie super dooper hit adichi polikam even in tamil nadu ithu nambalda movie ah hit akam
not-malayalam 	 4 million views  lalettan  power
Positive 	 Nerathe 3M aarunnu... Ithrapettannu 4M aayooo....   ettan thaan vismayam.
Positive 	 Njan aarudeyum fan alla Annalum eth madurarajayekkal hit aakum orapp
Positive 	 Kazhinja 3varshathinidayil lalettante nalloru trailer
unknown_state 	 Luv u laletta ....katta fans undo..prithviraj fans hit like
Negative 	 Madhurarajakkum oru trailer undu
unknown_state 	 Ith  5 million aaavunn ullappullavar adi ivide like
unknown_state 	 4  m views.... 300 k likes...
not-malayalam 	 Mohanlal sir getup Viswasam Ajith sir getup
not-malayalam 	 Die hard  Mohanlal Sir Fan
Positive 	 Kgf movie kanda pola oru feel..... Endhayalum laleta kalakki
unknown_state 	 4million 300k likumyani 10 million aakumbol kaanaam
not-malayalam 	 Die hard  Mohanlal Sir Sir
unknown_state 	 5 million akkumennu urappullavar adi like
Positive 	 Njan Lalettan fan aaanu. Athukondu thanne parayua. Comment adichu Nammal odiyan aaakinmattanda. Padam kudu aaavum. Coz this is mohanlal
